"Subject"	"TrialType"	"numErr"	"GenType"	"Task"	"ConType"	"PrimeType"	"TargetType"	"numTOErr"	"numComErr"	"Observer"
159	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	13	"Present"
160	"WITnumErr_wt"	31	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	24	"Absent"
161	"WITnumErr_wt"	9	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	2	"Present"
162	"WITnumErr_wt"	23	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	18	"Absent"
163	"WITnumErr_wt"	26	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	25	"Present"
164	"WITnumErr_wt"	16	"white_con"	"WIT"	"congruent"	"white"	"tool"	12	4	"Absent"
165	"WITnumErr_wt"	7	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	0	"Present"
166	"WITnumErr_wt"	36	"white_con"	"WIT"	"congruent"	"white"	"tool"	9	27	"Absent"
167	"WITnumErr_wt"	19	"white_con"	"WIT"	"congruent"	"white"	"tool"	12	7	"Present"
168	"WITnumErr_wt"	8	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	3	"Absent"
169	"WITnumErr_wt"	18	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	16	"Present"
170	"WITnumErr_wt"	37	"white_con"	"WIT"	"congruent"	"white"	"tool"	16	21	"Absent"
171	"WITnumErr_wt"	21	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	18	"Present"
172	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	0	12	"Absent"
173	"WITnumErr_wt"	20	"white_con"	"WIT"	"congruent"	"white"	"tool"	14	6	"Present"
174	"WITnumErr_wt"	7	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	3	"Absent"
175	"WITnumErr_wt"	9	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	7	"Present"
176	"WITnumErr_wt"	13	"white_con"	"WIT"	"congruent"	"white"	"tool"	8	5	"Absent"
177	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	8	"Present"
178	"WITnumErr_wt"	10	"white_con"	"WIT"	"congruent"	"white"	"tool"	9	1	"Absent"
179	"WITnumErr_wt"	28	"white_con"	"WIT"	"congruent"	"white"	"tool"	16	12	"Present"
180	"WITnumErr_wt"	25	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	18	"Absent"
181	"WITnumErr_wt"	8	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	3	"Present"
182	"WITnumErr_wt"	23	"white_con"	"WIT"	"congruent"	"white"	"tool"	9	14	"Absent"
183	"WITnumErr_wt"	18	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	13	"Present"
184	"WITnumErr_wt"	6	"white_con"	"WIT"	"congruent"	"white"	"tool"	0	6	"Absent"
185	"WITnumErr_wt"	16	"white_con"	"WIT"	"congruent"	"white"	"tool"	9	7	"Present"
186	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	8	7	"Absent"
187	"WITnumErr_wt"	28	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	24	"Present"
188	"WITnumErr_wt"	3	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	2	"Absent"
189	"WITnumErr_wt"	5	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	2	"Present"
190	"WITnumErr_wt"	26	"white_con"	"WIT"	"congruent"	"white"	"tool"	8	18	"Absent"
191	"WITnumErr_wt"	24	"white_con"	"WIT"	"congruent"	"white"	"tool"	16	8	"Present"
192	"WITnumErr_wt"	20	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	19	"Absent"
193	"WITnumErr_wt"	22	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	19	"Present"
194	"WITnumErr_wt"	25	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	24	"Absent"
195	"WITnumErr_wt"	34	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	32	"Present"
196	"WITnumErr_wt"	20	"white_con"	"WIT"	"congruent"	"white"	"tool"	11	9	"Absent"
197	"WITnumErr_wt"	27	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	22	"Present"
198	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	14	"Absent"
199	"WITnumErr_wt"	7	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	3	"Present"
200	"WITnumErr_wt"	21	"white_con"	"WIT"	"congruent"	"white"	"tool"	11	10	"Absent"
201	"WITnumErr_wt"	14	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	9	"Present"
202	"WITnumErr_wt"	24	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	18	"Absent"
203	"WITnumErr_wt"	24	"white_con"	"WIT"	"congruent"	"white"	"tool"	21	3	"Present"
204	"WITnumErr_wt"	14	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	11	"Absent"
205	"WITnumErr_wt"	3	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	1	"Present"
206	"WITnumErr_wt"	19	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	18	"Absent"
1	"APnumErr_bp"	NA	"black_incon"	"AP"	"incongruent"	"black"	"positive"	NA	NA	"Present"
2	"APnumErr_bp"	13	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	8	"Absent"
3	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	21	"Present"
4	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	11	13	"Absent"
5	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	16	2	"Present"
6	"APnumErr_bp"	16	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	10	"Absent"
7	"APnumErr_bp"	35	"black_incon"	"AP"	"incongruent"	"black"	"positive"	18	17	"Present"
8	"APnumErr_bp"	16	"black_incon"	"AP"	"incongruent"	"black"	"positive"	14	2	"Absent"
9	"APnumErr_bp"	NA	"black_incon"	"AP"	"incongruent"	"black"	"positive"	NA	NA	"Present"
10	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	11	"Absent"
11	"APnumErr_bp"	17	"black_incon"	"AP"	"incongruent"	"black"	"positive"	10	7	"Present"
12	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	15	"Absent"
13	"APnumErr_bp"	14	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	7	"Present"
14	"APnumErr_bp"	22	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	18	"Absent"
15	"APnumErr_bp"	33	"black_incon"	"AP"	"incongruent"	"black"	"positive"	29	4	"Present"
16	"APnumErr_bp"	17	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	16	"Absent"
17	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	15	8	"Present"
18	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	15	"Absent"
19	"APnumErr_bp"	30	"black_incon"	"AP"	"incongruent"	"black"	"positive"	19	11	"Present"
20	"APnumErr_bp"	19	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	18	"Absent"
21	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	15	3	"Present"
22	"APnumErr_bp"	22	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	18	"Absent"
23	"APnumErr_bp"	33	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	29	"Present"
24	"APnumErr_bp"	21	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	19	"Absent"
25	"APnumErr_bp"	25	"black_incon"	"AP"	"incongruent"	"black"	"positive"	13	12	"Present"
26	"APnumErr_bp"	16	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	9	"Absent"
27	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	17	7	"Present"
28	"APnumErr_bp"	9	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	8	"Absent"
29	"APnumErr_bp"	31	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	24	"Present"
30	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	19	"Absent"
31	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	12	11	"Present"
32	"APnumErr_bp"	25	"black_incon"	"AP"	"incongruent"	"black"	"positive"	11	14	"Absent"
33	"APnumErr_bp"	27	"black_incon"	"AP"	"incongruent"	"black"	"positive"	8	19	"Present"
34	"APnumErr_bp"	21	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	19	"Absent"
35	"APnumErr_bp"	28	"black_incon"	"AP"	"incongruent"	"black"	"positive"	27	1	"Present"
36	"APnumErr_bp"	21	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	17	"Absent"
37	"APnumErr_bp"	NA	"black_incon"	"AP"	"incongruent"	"black"	"positive"	NA	NA	"Present"
38	"APnumErr_bp"	27	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	21	"Absent"
39	"APnumErr_bp"	16	"black_incon"	"AP"	"incongruent"	"black"	"positive"	11	5	"Present"
40	"APnumErr_bp"	8	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	5	"Absent"
41	"APnumErr_bp"	21	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	14	"Present"
42	"APnumErr_bp"	10	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	5	"Absent"
43	"APnumErr_bp"	9	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	6	"Present"
44	"APnumErr_bp"	14	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	10	"Absent"
45	"APnumErr_bp"	22	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	20	"Present"
46	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	14	"Absent"
47	"APnumErr_bp"	22	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	18	"Present"
48	"APnumErr_bp"	27	"black_incon"	"AP"	"incongruent"	"black"	"positive"	18	9	"Absent"
49	"APnumErr_bp"	15	"black_incon"	"AP"	"incongruent"	"black"	"positive"	11	4	"Absent"
50	"APnumErr_bp"	12	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	8	"Present"
51	"APnumErr_bp"	21	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	19	"Present"
52	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	10	8	"Absent"
53	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	12	"Present"
54	"APnumErr_bp"	39	"black_incon"	"AP"	"incongruent"	"black"	"positive"	8	31	"Absent"
55	"APnumErr_bp"	17	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	10	"Present"
56	"APnumErr_bp"	29	"black_incon"	"AP"	"incongruent"	"black"	"positive"	16	13	"Absent"
57	"APnumErr_bp"	6	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	2	"Present"
58	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	15	"Absent"
59	"APnumErr_bp"	14	"black_incon"	"AP"	"incongruent"	"black"	"positive"	14	0	"Present"
60	"APnumErr_bp"	5	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	4	"Absent"
61	"APnumErr_bp"	28	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	22	"Present"
62	"APnumErr_bp"	13	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	7	"Absent"
63	"APnumErr_bp"	11	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	9	"Present"
64	"APnumErr_bp"	21	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	14	"Absent"
65	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	19	"Present"
66	"APnumErr_bp"	15	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	6	"Absent"
67	"APnumErr_bp"	25	"black_incon"	"AP"	"incongruent"	"black"	"positive"	16	9	"Present"
68	"APnumErr_bp"	29	"black_incon"	"AP"	"incongruent"	"black"	"positive"	17	12	"Absent"
69	"APnumErr_bp"	9	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	8	"Present"
70	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	10	14	"Absent"
71	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	14	9	"Present"
72	"APnumErr_bp"	17	"black_incon"	"AP"	"incongruent"	"black"	"positive"	14	3	"Absent"
73	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	14	"Present"
74	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	13	"Absent"
75	"APnumErr_bp"	26	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	19	"Present"
76	"APnumErr_bp"	16	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	11	"Absent"
77	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	20	"Present"
78	"APnumErr_bp"	19	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	13	"Absent"
79	"APnumErr_bp"	5	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	4	"Present"
80	"APnumErr_bp"	25	"black_incon"	"AP"	"incongruent"	"black"	"positive"	0	25	"Absent"
81	"APnumErr_bp"	26	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	23	"Present"
82	"APnumErr_bp"	29	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	24	"Absent"
83	"APnumErr_bp"	28	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	25	"Present"
84	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	16	"Absent"
85	"APnumErr_bp"	26	"black_incon"	"AP"	"incongruent"	"black"	"positive"	15	11	"Present"
86	"APnumErr_bp"	29	"black_incon"	"AP"	"incongruent"	"black"	"positive"	16	13	"Absent"
87	"APnumErr_bp"	NA	"black_incon"	"AP"	"incongruent"	"black"	"positive"	NA	NA	"Present"
88	"APnumErr_bp"	NA	"black_incon"	"AP"	"incongruent"	"black"	"positive"	NA	NA	"Absent"
89	"APnumErr_bp"	21	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	15	"Present"
90	"APnumErr_bp"	22	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	15	"Absent"
91	"APnumErr_bp"	33	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	31	"Present"
92	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	11	"Absent"
93	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	15	"Present"
94	"APnumErr_bp"	25	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	16	"Absent"
95	"APnumErr_bp"	42	"black_incon"	"AP"	"incongruent"	"black"	"positive"	8	34	"Present"
96	"APnumErr_bp"	25	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	21	"Absent"
97	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	13	10	"Present"
98	"APnumErr_bp"	29	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	25	"Absent"
99	"APnumErr_bp"	12	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	9	"Present"
100	"APnumErr_bp"	14	"black_incon"	"AP"	"incongruent"	"black"	"positive"	0	14	"Absent"
101	"APnumErr_bp"	14	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	13	"Present"
102	"APnumErr_bp"	NA	"black_incon"	"AP"	"incongruent"	"black"	"positive"	NA	NA	"Absent"
103	"APnumErr_bp"	16	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	9	"Present"
104	"APnumErr_bp"	19	"black_incon"	"AP"	"incongruent"	"black"	"positive"	8	11	"Absent"
105	"APnumErr_bp"	13	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	7	"Present"
106	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	12	"Absent"
107	"APnumErr_bp"	36	"black_incon"	"AP"	"incongruent"	"black"	"positive"	11	25	"Present"
108	"APnumErr_bp"	13	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	8	"Absent"
109	"APnumErr_bp"	13	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	7	"Absent"
110	"APnumErr_bp"	14	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	13	"Present"
111	"APnumErr_bp"	13	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	9	"Absent"
112	"APnumErr_bp"	7	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	5	"Present"
113	"APnumErr_bp"	15	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	12	"Present"
114	"APnumErr_bp"	21	"black_incon"	"AP"	"incongruent"	"black"	"positive"	15	6	"Absent"
115	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	19	"Present"
116	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	8	12	"Absent"
117	"APnumErr_bp"	13	"black_incon"	"AP"	"incongruent"	"black"	"positive"	8	5	"Present"
118	"APnumErr_bp"	15	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	12	"Absent"
119	"APnumErr_bp"	12	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	8	"Present"
120	"APnumErr_bp"	29	"black_incon"	"AP"	"incongruent"	"black"	"positive"	11	18	"Absent"
121	"APnumErr_bp"	12	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	11	"Present"
122	"APnumErr_bp"	28	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	25	"Absent"
123	"APnumErr_bp"	25	"black_incon"	"AP"	"incongruent"	"black"	"positive"	10	15	"Present"
124	"APnumErr_bp"	14	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	13	"Absent"
125	"APnumErr_bp"	15	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	10	"Present"
126	"APnumErr_bp"	15	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	9	"Absent"
127	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	13	"Present"
128	"APnumErr_bp"	8	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	4	"Absent"
129	"APnumErr_bp"	8	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	3	"Present"
130	"APnumErr_bp"	16	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	13	"Absent"
131	"APnumErr_bp"	37	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	31	"Present"
132	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	14	"Absent"
133	"APnumErr_bp"	22	"black_incon"	"AP"	"incongruent"	"black"	"positive"	15	7	"Present"
134	"APnumErr_bp"	29	"black_incon"	"AP"	"incongruent"	"black"	"positive"	12	17	"Absent"
135	"APnumErr_bp"	17	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	13	"Present"
136	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	20	4	"Absent"
137	"APnumErr_bp"	37	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	35	"Present"
138	"APnumErr_bp"	16	"black_incon"	"AP"	"incongruent"	"black"	"positive"	14	2	"Present"
139	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	14	"Absent"
140	"APnumErr_bp"	10	"black_incon"	"AP"	"incongruent"	"black"	"positive"	0	10	"Absent"
141	"APnumErr_bp"	5	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	4	"Present"
142	"APnumErr_bp"	22	"black_incon"	"AP"	"incongruent"	"black"	"positive"	13	9	"Absent"
143	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	12	11	"Present"
144	"APnumErr_bp"	21	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	18	"Absent"
145	"APnumErr_bp"	15	"black_incon"	"AP"	"incongruent"	"black"	"positive"	0	15	"Present"
146	"APnumErr_bp"	22	"black_incon"	"AP"	"incongruent"	"black"	"positive"	0	22	"Absent"
147	"APnumErr_bp"	19	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	14	"Present"
148	"APnumErr_bp"	39	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	35	"Absent"
149	"APnumErr_bp"	22	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	21	"Present"
150	"APnumErr_bp"	22	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	19	"Absent"
151	"APnumErr_bp"	17	"black_incon"	"AP"	"incongruent"	"black"	"positive"	12	5	"Present"
152	"APnumErr_bp"	19	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	12	"Absent"
153	"APnumErr_bp"	11	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	2	"Present"
154	"APnumErr_bp"	19	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	12	"Absent"
155	"APnumErr_bp"	16	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	13	"Present"
156	"APnumErr_bp"	27	"black_incon"	"AP"	"incongruent"	"black"	"positive"	8	19	"Absent"
157	"APnumErr_bp"	26	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	20	"Present"
158	"APnumErr_bp"	17	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	14	"Absent"
159	"APnumErr_bp"	13	"black_incon"	"AP"	"incongruent"	"black"	"positive"	8	5	"Present"
160	"APnumErr_bp"	16	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	15	"Absent"
161	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	17	"Present"
162	"APnumErr_bp"	14	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	10	"Absent"
163	"APnumErr_bp"	12	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	11	"Present"
164	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	14	4	"Absent"
165	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	12	"Present"
166	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	19	"Absent"
167	"APnumErr_bp"	16	"black_incon"	"AP"	"incongruent"	"black"	"positive"	11	5	"Present"
168	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	19	"Absent"
169	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	14	"Present"
170	"APnumErr_bp"	39	"black_incon"	"AP"	"incongruent"	"black"	"positive"	14	25	"Absent"
171	"APnumErr_bp"	25	"black_incon"	"AP"	"incongruent"	"black"	"positive"	0	25	"Present"
172	"APnumErr_bp"	14	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	12	"Absent"
173	"APnumErr_bp"	33	"black_incon"	"AP"	"incongruent"	"black"	"positive"	7	26	"Present"
174	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	14	"Absent"
175	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	14	4	"Present"
176	"APnumErr_bp"	13	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	4	"Absent"
177	"APnumErr_bp"	16	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	14	"Present"
178	"APnumErr_bp"	22	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	16	"Absent"
179	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	12	8	"Present"
180	"APnumErr_bp"	28	"black_incon"	"AP"	"incongruent"	"black"	"positive"	0	28	"Absent"
181	"APnumErr_bp"	NA	"black_incon"	"AP"	"incongruent"	"black"	"positive"	NA	NA	"Present"
182	"APnumErr_bp"	12	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	11	"Absent"
183	"APnumErr_bp"	25	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	23	"Present"
184	"APnumErr_bp"	12	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	6	"Absent"
185	"APnumErr_bp"	27	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	23	"Present"
186	"APnumErr_bp"	14	"black_incon"	"AP"	"incongruent"	"black"	"positive"	8	6	"Absent"
187	"APnumErr_bp"	7	"black_incon"	"AP"	"incongruent"	"black"	"positive"	0	7	"Present"
188	"APnumErr_bp"	12	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	7	"Absent"
189	"APnumErr_bp"	15	"black_incon"	"AP"	"incongruent"	"black"	"positive"	9	6	"Present"
190	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	4	14	"Absent"
191	"APnumErr_bp"	13	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	11	"Present"
192	"APnumErr_bp"	18	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	15	"Absent"
193	"APnumErr_bp"	21	"black_incon"	"AP"	"incongruent"	"black"	"positive"	14	7	"Present"
194	"APnumErr_bp"	29	"black_incon"	"AP"	"incongruent"	"black"	"positive"	6	23	"Absent"
195	"APnumErr_bp"	26	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	25	"Present"
196	"APnumErr_bp"	15	"black_incon"	"AP"	"incongruent"	"black"	"positive"	11	4	"Absent"
197	"APnumErr_bp"	14	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	13	"Present"
198	"APnumErr_bp"	11	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	10	"Absent"
199	"APnumErr_bp"	9	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	7	"Present"
200	"APnumErr_bp"	23	"black_incon"	"AP"	"incongruent"	"black"	"positive"	13	10	"Absent"
201	"APnumErr_bp"	10	"black_incon"	"AP"	"incongruent"	"black"	"positive"	2	8	"Present"
202	"APnumErr_bp"	20	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	15	"Absent"
203	"APnumErr_bp"	NA	"black_incon"	"AP"	"incongruent"	"black"	"positive"	NA	NA	"Present"
204	"APnumErr_bp"	9	"black_incon"	"AP"	"incongruent"	"black"	"positive"	1	8	"Absent"
205	"APnumErr_bp"	24	"black_incon"	"AP"	"incongruent"	"black"	"positive"	5	19	"Present"
206	"APnumErr_bp"	21	"black_incon"	"AP"	"incongruent"	"black"	"positive"	3	18	"Absent"
1	"APnumErr_wp"	NA	"white_con"	"AP"	"congruent"	"white"	"positive"	NA	NA	"Present"
2	"APnumErr_wp"	11	"white_con"	"AP"	"congruent"	"white"	"positive"	6	5	"Absent"
3	"APnumErr_wp"	26	"white_con"	"AP"	"congruent"	"white"	"positive"	1	25	"Present"
4	"APnumErr_wp"	12	"white_con"	"AP"	"congruent"	"white"	"positive"	6	6	"Absent"
5	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	11	2	"Present"
6	"APnumErr_wp"	7	"white_con"	"AP"	"congruent"	"white"	"positive"	4	3	"Absent"
7	"APnumErr_wp"	19	"white_con"	"AP"	"congruent"	"white"	"positive"	12	7	"Present"
8	"APnumErr_wp"	20	"white_con"	"AP"	"congruent"	"white"	"positive"	15	5	"Absent"
9	"APnumErr_wp"	NA	"white_con"	"AP"	"congruent"	"white"	"positive"	NA	NA	"Present"
10	"APnumErr_wp"	13	"white_con"	"AP"	"congruent"	"white"	"positive"	5	8	"Absent"
11	"APnumErr_wp"	10	"white_con"	"AP"	"congruent"	"white"	"positive"	10	0	"Present"
